AGENCIA,VENTANILLA,TIPO,NRO,GENERADO,ASIGNADO,_INICIO_ATENCION,_FIN_ATENCION
AGENCIA_CAYMA,2,C,C160,12:25:15,13:00:58,13:01:11,13:01:56
AGENCIA_CAYMA,2,C,C162,12:28:12,13:01:57,13:02:15,13:05:25
AGENCIA_CAYMA,2,C,C164,12:33:44,13:05:26,13:05:43,13:10:48
AGENCIA_CAYMA,2,C,C169,12:39:29,13:10:48,13:10:58,13:10:58
AGENCIA_CAYMA,2,C,C170,12:41:51,13:10:59,13:11:15,13:12:12
AGENCIA_CAYMA,2,C,C171,12:45:25,13:12:13,13:12:22,13:13:25
AGENCIA_CAYMA,2,C,C172,12:45:49,13:13:26,13:14:09,13:17:09
AGENCIA_CAYMA,2,C,C174,12:51:39,13:17:10,13:17:18,13:18:26
AGENCIA_CAYMA,2,C,C175,12:52:53,13:18:27,13:18:59,13:20:22
AGENCIA_CAYMA,2,C,C177,12:57:46,13:20:23,13:20:34,13:21:06
AGENCIA_CAYMA,3,C,C12,09:21:34,09:21:39,09:21:56,09:25:14
AGENCIA_CAYMA,3,C,C20,09:31:40,09:32:42,09:33:10,09:42:44
AGENCIA_CAYMA,3,C,C30,09:42:19,09:45:27,09:45:42,10:07:30
AGENCIA_CAYMA,3,C,C40,10:02:03,10:07:38,10:07:54,10:12:50
AGENCIA_CAYMA,3,C,C84,11:00:00,11:13:37,11:13:49,11:21:35
AGENCIA_CAYMA,3,C,C173,12:49:27,13:14:54,13:15:10,13:50:26
AGENCIA_CAYMA,5,C,C18,09:30:38,09:30:45,09:30:47,09:34:15
AGENCIA_CAYMA,5,C,C21,09:33:55,09:34:16,09:34:18,09:42:33
AGENCIA_CAYMA,5,C,C43,10:05:45,10:23:12,10:23:22,10:23:32
AGENCIA_CAYMA,5,C,C44,10:08:51,10:23:33,10:23:36,10:23:42
AGENCIA_CAYMA,5,C,C45,10:08:59,10:23:43,10:23:45,10:24:35
AGENCIA_CAYMA,5,C,C46,10:09:33,10:24:37,10:24:38,10:26:27
AGENCIA_CAYMA,5,C,C100,11:18:34,11:54:05,11:54:11,11:56:04
AGENCIA_CAYMA,5,C,C105,11:22:27,11:56:05,11:56:06,12:12:19
AGENCIA_CAYMA,1,C,C17,09:27:49,09:27:50,09:28:05,09:45:23
AGENCIA_CAYMA,1,C,C29,09:40:28,09:45:24,09:45:35,09:49:35
AGENCIA_CAYMA,1,C,C47,10:10:21,10:28:36,10:28:47,10:29:43
AGENCIA_CAYMA,1,C,C49,10:12:15,10:29:44,10:30:16,10:30:16
AGENCIA_CAYMA,1,C,C50,10:12:36,10:30:17,10:30:37,10:30:38
AGENCIA_CAYMA,1,C,C51,10:12:50,10:30:39,10:30:51,10:33:38
AGENCIA_CAYMA,1,C,C73,10:45:22,10:59:24,10:59:35,11:01:03
AGENCIA_CAYMA,1,C,C86,11:04:26,11:14:33,11:14:41,11:15:59
AGENCIA_CAYMA,1,C,C88,11:04:50,11:16:00,11:16:08,11:16:52
AGENCIA_CAYMA,1,C,C92,11:09:09,11:20:07,11:20:41,11:20:42
AGENCIA_CAYMA,1,C,C94,11:11:17,11:20:59,11:21:28,11:21:29
AGENCIA_CAYMA,1,C,C95,11:11:55,11:21:30,11:21:35,11:23:12
AGENCIA_CAYMA,1,C,C97,11:13:51,11:28:59,11:29:08,11:29:37
AGENCIA_CAYMA,1,C,C98,11:15:21,11:49:21,11:49:30,11:53:13
AGENCIA_CAYMA,1,C,C99,11:17:51,11:53:14,11:53:22,11:55:18
AGENCIA_CAYMA,1,C,C176,12:53:55,13:19:13,00:00:00,00:00:00
AGENCIA_CAYMA,6,IV,IV2,09:42:08,09:42:08,09:42:08,09:42:43
AGENCIA_CAYMA,6,IV,IV3,12:44:23,12:44:23,12:44:23,12:48:01
AGENCIA_CAYMA,5,IV,IV1,08:48:49,08:48:49,08:48:49,09:30:44
AGENCIA_CAYMA,6,P,C26,10:08:35,10:08:42,10:08:43,10:17:56
AGENCIA_CAYMA,6,P,CC12,10:16:48,10:17:57,10:17:59,10:32:27
AGENCIA_CAYMA,6,P,P9,10:34:17,10:35:41,10:35:45,10:40:05
AGENCIA_CAYMA,6,P,CC29,10:51:34,10:52:59,10:53:01,10:55:29
AGENCIA_CAYMA,6,P,P16,10:59:45,11:09:06,11:09:07,11:10:41
AGENCIA_CAYMA,6,P,CC39,11:23:26,11:26:57,11:26:59,11:29:41
AGENCIA_CAYMA,6,P,P20,11:23:49,11:30:33,11:30:34,11:32:29
AGENCIA_CAYMA,6,P,P23,11:28:24,11:32:31,11:32:32,12:11:10
AGENCIA_CAYMA,2,P,P2,09:04:35,09:11:10,09:11:25,09:14:17
AGENCIA_CAYMA,2,P,P4,09:10:38,09:14:18,09:14:34,09:15:41
AGENCIA_CAYMA,2,P,CC1,09:28:24,09:28:37,09:29:12,09:39:07
AGENCIA_CAYMA,2,P,P10,10:35:22,10:36:52,10:37:03,10:39:44
AGENCIA_CAYMA,2,P,CC27,10:45:07,10:47:16,10:47:49,10:49:37
AGENCIA_CAYMA,2,P,P13,10:48:58,10:52:10,10:52:21,10:53:12
AGENCIA_CAYMA,2,P,P19,11:15:51,11:23:33,11:24:10,11:55:16
AGENCIA_CAYMA,3,P,P1,09:03:15,09:11:03,09:11:29,09:15:30
AGENCIA_CAYMA,3,P,CC2,09:14:04,09:15:41,00:00:00,00:00:00
AGENCIA_CAYMA,3,P,C25,10:26:38,10:28:33,10:28:55,10:33:28
AGENCIA_CAYMA,3,P,CC19,10:34:56,10:36:15,10:36:32,10:40:34
AGENCIA_CAYMA,3,P,P12,10:43:03,10:46:50,10:47:00,11:09:27
AGENCIA_CAYMA,3,P,P21,11:26:07,11:30:46,11:30:58,11:33:04
AGENCIA_CAYMA,3,P,P33,11:58:09,12:32:03,12:32:20,12:35:02
AGENCIA_CAYMA,3,P,P34,12:01:57,12:35:03,12:35:38,12:54:35
AGENCIA_CAYMA,3,P,CU7,12:05:13,13:00:20,13:00:32,13:00:32
AGENCIA_CAYMA,3,P,IP1,12:13:13,13:00:33,13:00:45,13:00:46
AGENCIA_CAYMA,3,P,CC56,12:16:29,13:00:47,13:00:53,13:01:02
AGENCIA_CAYMA,3,P,P35,12:19:30,13:01:04,13:01:13,13:11:55
AGENCIA_CAYMA,3,P,CC69,13:10:25,13:12:31,13:12:49,13:14:52
AGENCIA_CAYMA,5,P,P5,09:39:04,09:45:12,09:45:17,09:51:57
AGENCIA_CAYMA,5,P,P6,09:44:18,09:52:01,09:52:06,09:56:28
AGENCIA_CAYMA,5,P,P7,09:54:39,09:56:31,09:56:34,10:23:11
AGENCIA_CAYMA,5,P,P24,11:30:48,11:44:52,11:45:05,11:48:46
AGENCIA_CAYMA,5,P,P25,11:32:46,11:48:47,11:48:49,11:51:46
AGENCIA_CAYMA,5,P,CC38,11:34:58,11:51:47,11:51:49,11:54:04
AGENCIA_CAYMA,5,P,P26,11:40:35,12:12:19,12:12:23,12:18:31
AGENCIA_CAYMA,5,P,IC3,11:42:02,12:18:33,12:18:34,12:18:55
AGENCIA_CAYMA,5,P,P27,11:42:40,12:18:56,12:18:58,12:20:03
AGENCIA_CAYMA,5,P,P28,11:48:10,12:20:04,12:20:11,12:24:55
AGENCIA_CAYMA,5,P,P29,11:51:24,12:24:56,12:25:01,12:30:00
AGENCIA_CAYMA,5,P,P30,11:55:12,12:30:01,12:30:03,12:30:12
AGENCIA_CAYMA,5,P,P31,11:56:09,12:30:13,12:30:14,12:30:23
AGENCIA_CAYMA,5,P,P32,11:56:34,12:30:23,12:30:25,12:34:46
AGENCIA_CAYMA,5,P,CC47,11:58:24,12:34:47,12:35:20,12:48:52
AGENCIA_CAYMA,1,P,P3,09:08:13,09:11:21,09:11:27,09:17:54
AGENCIA_CAYMA,1,P,P8,10:14:33,10:17:49,10:17:55,10:20:09
AGENCIA_CAYMA,1,P,C45,10:35:41,10:38:29,10:38:34,10:42:48
AGENCIA_CAYMA,1,P,P11,10:36:56,10:45:41,10:45:46,10:48:15
AGENCIA_CAYMA,1,P,P14,10:53:01,11:01:04,11:01:11,11:02:19
AGENCIA_CAYMA,1,P,P15,10:59:04,11:08:32,11:08:45,11:12:29
AGENCIA_CAYMA,1,P,P17,11:12:41,11:20:43,11:20:58,11:20:58
AGENCIA_CAYMA,1,P,P18,11:14:49,11:23:13,11:23:19,11:28:58
AGENCIA_CAYMA,1,P,P22,11:27:59,11:31:42,11:32:07,11:32:07
AGENCIA_CAYMA,1,P,C84,11:29:51,11:33:50,11:33:58,11:49:20
AGENCIA_CAYMA,1,P,CC60,12:28:19,13:05:43,13:06:07,13:06:07
AGENCIA_CAYMA,1,P,CC59,12:28:58,13:06:08,13:06:29,13:06:29
AGENCIA_CAYMA,1,P,P36,12:33:35,13:06:30,13:06:42,13:06:42
AGENCIA_CAYMA,1,P,IC6,12:43:53,13:06:43,13:06:51,13:08:36
AGENCIA_CAYMA,1,P,CC62,12:47:25,13:08:37,13:08:57,13:08:58
AGENCIA_CAYMA,1,P,CC63,12:48:05,13:08:59,13:09:11,13:09:11
AGENCIA_CAYMA,1,P,CC66,13:00:08,13:09:12,13:09:25,13:09:26
AGENCIA_CAYMA,1,P,P37,13:07:50,13:09:27,13:09:38,13:12:53
AGENCIA_CAYMA,3,PR,PR1,09:01:00,09:01:09,09:01:25,09:04:47
AGENCIA_CAYMA,3,PR,PR3,09:01:40,09:04:48,09:05:00,09:10:53
AGENCIA_CAYMA,3,PR,PR7,09:12:25,09:15:41,09:16:30,09:21:37
AGENCIA_CAYMA,3,PR,PR10,09:24:50,09:25:15,09:25:52,09:27:32
AGENCIA_CAYMA,3,PR,PR11,09:27:25,09:27:33,09:28:06,09:32:40
AGENCIA_CAYMA,3,PR,PR13,09:35:10,09:42:45,09:43:04,09:45:25
AGENCIA_CAYMA,3,PR,PR22,10:12:23,10:12:52,10:13:02,10:23:12
AGENCIA_CAYMA,3,PR,PR26,10:16:18,10:23:14,10:23:37,10:28:32
AGENCIA_CAYMA,3,PR,PR29,10:36:46,10:40:35,10:40:52,10:41:46
AGENCIA_CAYMA,3,PR,PR30,10:39:56,10:41:47,10:41:55,10:46:49
AGENCIA_CAYMA,3,PR,PR40,11:08:06,11:09:32,11:09:49,11:12:51
AGENCIA_CAYMA,3,PR,PR42,11:17:28,11:21:43,11:22:01,11:27:14
AGENCIA_CAYMA,3,PR,PR43,11:17:34,11:27:15,11:27:27,11:30:07
AGENCIA_CAYMA,3,PR,PR44,11:18:46,11:30:08,11:30:27,11:30:31
AGENCIA_CAYMA,3,PR,PR45,11:19:16,11:30:33,11:30:41,11:30:45
AGENCIA_CAYMA,3,PR,PR46,11:24:02,11:33:06,11:33:15,11:34:55
AGENCIA_CAYMA,3,PR,PR47,11:25:22,11:34:56,11:35:16,11:35:16
AGENCIA_CAYMA,3,PR,PR48,11:25:55,11:35:18,11:35:37,12:05:10
AGENCIA_CAYMA,3,PR,PR49,11:27:39,12:05:11,12:05:28,12:05:28
AGENCIA_CAYMA,3,PR,PR50,11:30:22,12:05:29,12:05:33,12:08:45
AGENCIA_CAYMA,3,PR,PR51,11:30:59,12:08:46,12:08:58,12:13:16
AGENCIA_CAYMA,3,PR,PR52,11:31:49,12:13:17,12:13:27,12:14:38
AGENCIA_CAYMA,3,PR,PR53,11:32:08,12:14:39,12:14:49,12:15:48
AGENCIA_CAYMA,3,PR,PR56,11:44:53,12:15:49,12:16:04,12:18:01
AGENCIA_CAYMA,3,PR,PR58,11:54:08,12:18:02,12:18:25,12:18:26
AGENCIA_CAYMA,3,PR,PR59,11:55:32,12:18:29,12:18:47,12:18:58
AGENCIA_CAYMA,3,PR,PR60,11:55:44,12:19:00,12:19:15,12:20:18
AGENCIA_CAYMA,3,PR,PR62,11:58:23,12:20:19,12:20:35,12:23:10
AGENCIA_CAYMA,3,PR,PR64,12:01:05,12:23:12,12:23:26,12:25:35
AGENCIA_CAYMA,3,PR,PR66,12:05:16,12:25:36,12:25:50,12:25:51
AGENCIA_CAYMA,3,PR,PR67,12:10:42,12:25:52,12:26:05,12:27:56
AGENCIA_CAYMA,3,PR,PR69,12:13:08,12:27:57,12:28:10,12:31:26
AGENCIA_CAYMA,3,PR,PR70,12:13:50,12:31:27,12:31:40,12:31:43
AGENCIA_CAYMA,3,PR,PR71,12:23:44,12:31:44,12:31:52,12:32:02
AGENCIA_CAYMA,3,PR,PR72,12:32:29,12:54:36,12:54:40,12:54:44
AGENCIA_CAYMA,3,PR,PR73,12:33:21,12:57:30,12:57:44,13:00:15
AGENCIA_CAYMA,3,PR,PR74,12:44:32,13:00:16,13:00:17,13:00:18
AGENCIA_CAYMA,3,PR,PR75,12:54:25,13:12:02,13:12:22,13:12:23
AGENCIA_CAYMA,3,PR,PR76,12:58:18,13:12:25,13:12:26,13:12:30
AGENCIA_CAYMA,5,PR,PR12,09:34:04,09:42:35,09:42:39,09:45:09
AGENCIA_CAYMA,5,PR,PR28,10:18:27,10:26:28,10:26:34,11:44:52
AGENCIA_CAYMA,1,PR,PR2,09:01:08,09:01:51,09:01:59,09:05:27
AGENCIA_CAYMA,1,PR,PR4,09:02:23,09:05:29,09:05:39,09:07:21
AGENCIA_CAYMA,1,PR,PR5,09:03:06,09:07:22,09:07:35,09:09:16
AGENCIA_CAYMA,1,PR,PR6,09:04:25,09:09:17,09:09:29,09:11:20
AGENCIA_CAYMA,1,PR,PR8,09:16:59,09:17:55,09:18:29,09:23:50
AGENCIA_CAYMA,1,PR,PR9,09:23:32,09:23:51,09:24:00,09:27:49
AGENCIA_CAYMA,1,PR,PR14,09:48:13,09:49:36,09:49:52,09:53:10
AGENCIA_CAYMA,1,PR,PR15,09:49:34,09:53:16,09:53:35,09:55:13
AGENCIA_CAYMA,1,PR,PR16,09:53:45,09:55:14,09:55:34,09:57:37
AGENCIA_CAYMA,1,PR,PR17,09:56:17,09:57:38,09:57:47,10:00:05
AGENCIA_CAYMA,1,PR,PR18,09:57:18,10:00:06,10:00:21,10:03:27
AGENCIA_CAYMA,1,PR,PR19,09:57:51,10:03:30,10:03:57,10:05:04
AGENCIA_CAYMA,1,PR,PR20,10:08:12,10:11:00,10:11:12,10:12:12
AGENCIA_CAYMA,1,PR,PR21,10:12:00,10:12:13,10:12:38,10:15:01
AGENCIA_CAYMA,1,PR,PR23,10:13:16,10:15:01,10:15:22,10:17:48
AGENCIA_CAYMA,1,PR,PR24,10:13:25,10:20:09,10:20:12,10:22:25
AGENCIA_CAYMA,1,PR,PR25,10:15:52,10:22:26,10:22:43,10:23:55
AGENCIA_CAYMA,1,PR,PR27,10:17:24,10:23:56,10:24:05,10:28:36
AGENCIA_CAYMA,1,PR,PR31,10:42:07,10:42:50,10:42:57,10:44:27
AGENCIA_CAYMA,1,PR,PR32,10:43:16,10:44:28,10:44:45,10:45:40
AGENCIA_CAYMA,1,PR,PR33,10:44:09,10:48:16,10:48:25,10:50:06
AGENCIA_CAYMA,1,PR,PR34,10:45:33,10:50:06,10:50:12,10:51:23
AGENCIA_CAYMA,1,PR,PR35,10:49:24,10:51:33,10:51:37,10:53:48
AGENCIA_CAYMA,1,PR,PR36,10:53:10,10:53:49,10:54:05,10:54:06
AGENCIA_CAYMA,1,PR,PR37,10:59:37,11:02:20,11:02:36,11:03:41
AGENCIA_CAYMA,1,PR,PR38,11:02:06,11:03:42,11:03:59,11:05:17
AGENCIA_CAYMA,1,PR,PR39,11:03:24,11:05:19,11:05:28,11:08:31
AGENCIA_CAYMA,1,PR,PR41,11:12:09,11:12:30,11:13:06,11:14:32
AGENCIA_CAYMA,1,PR,PR54,11:32:53,12:15:21,12:15:35,12:15:36
AGENCIA_CAYMA,1,PR,PR55,11:36:33,12:15:37,12:15:44,12:17:47
AGENCIA_CAYMA,1,PR,PR57,11:53:38,12:17:48,12:17:56,12:19:15
AGENCIA_CAYMA,1,PR,PR61,11:55:59,12:19:16,12:19:27,12:22:32
AGENCIA_CAYMA,1,PR,PR63,12:00:51,12:22:33,12:22:45,12:24:22
AGENCIA_CAYMA,1,PR,PR65,12:03:33,12:24:23,12:24:36,12:26:15
AGENCIA_CAYMA,1,PR,PR68,12:12:08,12:26:16,12:26:27,12:30:05
AGENCIA_CAYMA,6,U,U2,09:46:58,09:54:29,09:54:30,10:02:27
AGENCIA_CAYMA,6,U,U12,10:54:21,11:29:42,11:29:52,11:30:32
AGENCIA_CAYMA,2,U,U1,09:01:59,09:02:04,09:02:43,09:02:43
AGENCIA_CAYMA,2,U,U34,12:56:30,13:21:07,13:21:10,13:21:11
AGENCIA_CAYMA,3,U,U4,10:07:35,10:33:29,10:33:41,10:34:25
AGENCIA_CAYMA,3,U,U6,10:18:01,10:34:27,10:34:43,10:36:14
AGENCIA_CAYMA,3,U,U8,10:41:49,11:12:52,11:13:14,11:13:15
AGENCIA_CAYMA,3,U,U9,10:46:15,11:13:16,11:13:30,11:13:34
AGENCIA_CAYMA,1,U,U3,09:49:12,10:05:05,10:05:16,10:10:59
AGENCIA_CAYMA,1,U,U5,10:16:09,10:33:39,10:33:51,10:38:28
AGENCIA_CAYMA,1,U,U7,10:29:15,10:54:07,10:54:19,10:59:23
AGENCIA_CAYMA,1,U,U10,10:48:46,11:16:53,11:17:05,11:19:57
AGENCIA_CAYMA,1,U,U11,10:54:01,11:29:40,11:29:49,11:30:44
AGENCIA_CAYMA,1,U,U13,10:55:38,11:30:45,11:30:52,11:31:41
AGENCIA_CAYMA,1,U,U14,10:57:01,11:32:08,11:32:16,11:33:49
AGENCIA_CAYMA,1,U,U15,11:05:06,11:55:19,11:55:28,11:56:09
AGENCIA_CAYMA,1,U,U16,11:08:23,11:56:10,11:56:13,11:57:27
AGENCIA_CAYMA,1,U,U17,11:08:41,11:57:28,11:57:46,11:57:47
AGENCIA_CAYMA,1,U,U18,11:17:23,11:57:48,11:57:56,12:15:20
AGENCIA_CAYMA,1,U,U19,11:18:11,12:30:05,12:30:11,12:32:42
AGENCIA_CAYMA,1,U,U20,11:31:38,12:32:44,12:32:54,12:34:43
AGENCIA_CAYMA,1,U,U21,11:45:36,12:34:44,12:35:08,12:35:09
AGENCIA_CAYMA,1,U,U22,11:50:24,12:35:09,12:35:20,12:39:42
AGENCIA_CAYMA,1,U,U23,11:50:47,12:39:43,12:39:54,12:42:04
AGENCIA_CAYMA,1,U,U24,11:51:15,12:42:05,12:45:43,12:45:44
AGENCIA_CAYMA,1,U,U25,11:53:29,12:45:45,12:45:54,12:45:54
AGENCIA_CAYMA,1,U,U26,11:59:51,12:45:55,12:46:06,12:46:06
AGENCIA_CAYMA,1,U,U27,12:12:32,12:46:07,12:46:19,12:46:20
AGENCIA_CAYMA,1,U,U28,12:24:09,12:46:21,12:46:30,12:46:30
AGENCIA_CAYMA,1,U,U29,12:32:43,12:46:31,12:46:38,12:46:39
AGENCIA_CAYMA,1,U,U30,12:35:45,12:46:39,12:46:47,12:49:36
AGENCIA_CAYMA,1,U,U31,12:40:14,12:49:37,12:49:50,12:50:41
AGENCIA_CAYMA,1,U,U32,12:43:04,12:50:42,12:50:49,12:52:59
AGENCIA_CAYMA,1,U,U33,12:50:16,12:53:00,12:53:08,13:05:42
AGENCIA_CHACARILLA_1,2,C,C10,09:23:13,09:27:32,09:27:58,09:34:36
AGENCIA_CHACARILLA_1,2,C,C17,09:40:53,09:41:03,09:42:19,09:44:07
AGENCIA_CHACARILLA_1,2,C,C20,09:46:49,09:47:33,09:47:42,10:07:46
AGENCIA_CHACARILLA_1,2,C,C35,10:04:55,10:07:48,10:08:03,10:11:17
AGENCIA_CHACARILLA_1,2,C,C36,10:10:50,10:11:18,10:11:23,10:31:42
AGENCIA_CHACARILLA_1,2,C,C50,10:23:21,10:31:45,10:31:54,10:36:31
AGENCIA_CHACARILLA_1,2,C,C56,10:27:10,10:36:33,10:36:49,10:39:50
AGENCIA_CHACARILLA_1,2,C,C90,11:04:57,11:22:39,11:22:46,11:24:40
AGENCIA_CHACARILLA_1,2,C,C91,11:05:34,11:24:41,11:24:48,11:28:50
AGENCIA_CHACARILLA_1,2,C,C98,11:10:58,11:28:51,11:29:13,11:30:05
AGENCIA_CHACARILLA_1,2,C,C100,11:16:17,11:30:48,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,2,C,C101,11:17:40,11:31:09,11:31:19,11:53:48
AGENCIA_CHACARILLA_1,2,C,C157,12:29:51,12:55:12,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,2,C,C159,12:32:44,12:55:28,12:56:23,12:58:24
AGENCIA_CHACARILLA_1,2,C,C170,12:48:09,13:03:01,13:03:11,13:04:26
AGENCIA_CHACARILLA_1,2,C,C175,12:59:35,13:05:28,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,5,C,C2,09:00:57,09:01:03,09:01:50,09:05:46
AGENCIA_CHACARILLA_1,5,C,C13,09:27:21,09:28:42,09:28:57,09:32:45
AGENCIA_CHACARILLA_1,5,C,C24,09:51:43,09:51:53,09:52:15,09:54:42
AGENCIA_CHACARILLA_1,5,C,C40,10:13:37,10:18:45,10:18:49,10:20:01
AGENCIA_CHACARILLA_1,5,C,C47,10:19:56,10:26:40,10:27:24,10:28:24
AGENCIA_CHACARILLA_1,5,C,C57,10:27:31,10:36:36,10:38:32,10:38:34
AGENCIA_CHACARILLA_1,5,C,C59,10:27:55,10:39:02,10:39:22,10:39:23
AGENCIA_CHACARILLA_1,5,C,C61,10:29:20,10:39:24,10:39:32,10:40:50
AGENCIA_CHACARILLA_1,5,C,C72,10:39:07,10:53:40,10:53:51,10:55:58
AGENCIA_CHACARILLA_1,5,C,C76,10:46:39,10:56:08,10:56:42,10:56:45
AGENCIA_CHACARILLA_1,5,C,C77,10:48:06,10:56:46,10:56:50,10:58:51
AGENCIA_CHACARILLA_1,5,C,C83,10:52:21,10:58:52,10:58:57,11:14:16
AGENCIA_CHACARILLA_1,5,C,C92,11:06:06,11:25:16,11:25:35,11:25:36
AGENCIA_CHACARILLA_1,5,C,C93,11:06:42,11:25:36,11:25:54,11:27:44
AGENCIA_CHACARILLA_1,5,C,C97,11:09:30,11:27:54,11:28:00,11:34:18
AGENCIA_CHACARILLA_1,5,C,C102,11:17:48,11:34:44,11:34:54,11:34:54
AGENCIA_CHACARILLA_1,5,C,C103,11:18:07,11:34:55,11:35:14,12:02:41
AGENCIA_CHACARILLA_1,5,C,C125,11:35:27,12:19:57,12:20:14,12:22:56
AGENCIA_CHACARILLA_1,5,C,C129,11:37:53,12:22:57,12:23:01,12:28:10
AGENCIA_CHACARILLA_1,5,C,C143,12:11:11,12:45:18,12:45:41,12:48:36
AGENCIA_CHACARILLA_1,5,C,C147,12:14:53,12:48:37,12:48:53,12:50:38
AGENCIA_CHACARILLA_1,5,C,C151,12:18:23,12:50:39,12:50:51,12:50:52
AGENCIA_CHACARILLA_1,5,C,C152,12:25:20,12:51:11,12:51:26,12:51:26
AGENCIA_CHACARILLA_1,5,C,C153,12:26:54,12:51:33,12:51:50,12:56:56
AGENCIA_CHACARILLA_1,5,C,C162,12:36:54,12:56:57,12:57:25,12:57:44
AGENCIA_CHACARILLA_1,5,C,C163,12:37:55,12:57:44,12:58:00,13:00:44
AGENCIA_CHACARILLA_1,5,C,C167,12:42:39,13:00:57,13:01:18,13:01:18
AGENCIA_CHACARILLA_1,5,C,C168,12:45:23,13:01:19,13:01:28,13:03:29
AGENCIA_CHACARILLA_1,5,C,C172,12:52:39,13:03:30,13:03:37,13:03:39
AGENCIA_CHACARILLA_1,1,C,C1,09:00:43,09:00:45,09:00:55,09:05:18
AGENCIA_CHACARILLA_1,1,C,C3,09:02:35,09:05:19,09:05:45,09:25:44
AGENCIA_CHACARILLA_1,7,C,C5,09:15:06,09:15:09,09:15:37,09:16:58
AGENCIA_CHACARILLA_1,7,C,C6,09:16:42,09:16:59,09:17:22,09:21:33
AGENCIA_CHACARILLA_1,1,C,C8,09:21:15,09:26:40,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,1,C,C9,09:22:00,09:27:01,09:27:19,09:29:29
AGENCIA_CHACARILLA_1,7,C,C11,09:25:27,09:28:04,09:28:14,09:34:46
AGENCIA_CHACARILLA_1,1,C,C14,09:27:30,09:29:30,09:29:40,09:48:35
AGENCIA_CHACARILLA_1,7,C,C15,09:32:06,09:34:56,09:35:01,09:38:20
AGENCIA_CHACARILLA_1,1,C,C22,09:49:05,09:49:07,09:49:31,09:53:10
AGENCIA_CHACARILLA_1,1,C,C25,09:52:27,09:53:11,09:53:21,10:00:01
AGENCIA_CHACARILLA_1,7,C,C27,09:54:43,09:59:52,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,7,C,C28,09:55:00,10:00:13,10:00:23,10:07:15
AGENCIA_CHACARILLA_1,1,C,C33,09:59:20,10:03:27,10:03:42,10:20:54
AGENCIA_CHACARILLA_1,7,C,C38,10:12:18,10:14:04,10:14:12,10:22:23
AGENCIA_CHACARILLA_1,1,C,C41,10:14:43,10:20:54,10:21:07,10:24:07
AGENCIA_CHACARILLA_1,7,C,C43,10:17:34,10:23:07,10:23:19,10:30:46
AGENCIA_CHACARILLA_1,7,C,C49,10:22:40,10:30:49,10:31:05,10:36:04
AGENCIA_CHACARILLA_1,1,C,C53,10:25:55,10:34:26,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,1,C,C54,10:26:20,10:34:38,10:34:41,10:43:44
AGENCIA_CHACARILLA_1,7,C,C55,10:26:58,10:36:05,10:36:15,10:42:15
AGENCIA_CHACARILLA_1,7,C,C62,10:29:58,10:42:16,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,7,C,C63,10:31:06,10:43:36,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,1,C,CC18,10:55:58,11:03:50,11:04:14,11:06:09
AGENCIA_CHACARILLA_1,7,C,C95,11:08:13,11:26:58,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,7,C,C96,11:08:51,11:27:26,11:27:41,11:45:01
AGENCIA_CHACARILLA_1,7,C,C109,11:22:39,11:45:02,11:45:28,11:52:38
AGENCIA_CHACARILLA_1,1,C,C112,11:24:13,11:49:19,11:49:32,11:56:01
AGENCIA_CHACARILLA_1,7,C,C115,11:27:02,11:52:39,11:52:51,11:55:46
AGENCIA_CHACARILLA_1,7,C,C116,11:28:14,11:55:47,11:55:59,11:57:19
AGENCIA_CHACARILLA_1,1,C,C118,11:28:44,12:07:42,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,7,C,C119,11:29:18,12:10:03,12:10:19,12:19:11
AGENCIA_CHACARILLA_1,1,C,C120,11:29:29,12:11:52,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,1,C,C121,11:30:12,12:12:09,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,1,C,C122,11:30:48,12:12:17,12:12:32,12:16:29
AGENCIA_CHACARILLA_1,7,C,C123,11:32:47,12:19:12,12:19:20,12:26:08
AGENCIA_CHACARILLA_1,7,C,C135,11:52:37,12:33:26,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,7,C,C156,12:29:11,12:55:03,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,7,C,C158,12:32:31,12:55:23,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,7,C,C160,12:32:57,12:55:47,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,7,C,C161,12:33:09,12:55:59,12:56:05,13:03:18
AGENCIA_CHACARILLA_1,7,C,C171,12:50:55,13:03:20,13:03:26,13:03:42
AGENCIA_CHACARILLA_1,7,C,C173,12:54:35,13:03:42,13:03:48,13:06:05
AGENCIA_CHACARILLA_1,7,C,C177,13:02:34,13:06:06,00:00:00,00:00:00
AGENCIA_CHACARILLA_1,6,C,C12,09:26:47,09:28:11,09:28:15,09:30:28
